track,condition_class,condition,time_h,endpoint,value,unit,mean_or_median,error,n,organism_bucket,organism,model,assay,pmid,doi,figure_table,notes
Track C,BSEP-loss,Cholic-acid feeding / DDC (systemic BA elevation),168,Serum total bile acids,~7,fold vs control,mean,NOT_REPORTED,NOT_REPORTED,mouse,mouse,"Abcb11(-/-)-context, DDC diet / cholic-acid feeding",colorimetric serum BA,24330504,10.1111/liv.12438,body text,[Track C]; substrate=NOT_REPORTED; temperature_C=NOT_REPORTED; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4057995/; usable_for_human_wholecell=no (mouse; SERUM/systemic not intracellular hepatocyte); 1 week timepoint
Track C,BSEP-loss,Cholic-acid feeding / DDC,504,Serum total bile acids,~30,fold vs control,mean,NOT_REPORTED,NOT_REPORTED,mouse,mouse,"Abcb11-context, DDC diet",colorimetric serum BA,24330504,10.1111/liv.12438,body text,[Track C]; substrate=NOT_REPORTED; temperature_C=NOT_REPORTED; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4057995/; usable_for_human_wholecell=no (mouse; serum); 3 week timepoint (peak)
Track C,BSEP-loss,Cholic-acid feeding / DDC,1008,Serum total bile acids,~15,fold vs control,mean,NOT_REPORTED,NOT_REPORTED,mouse,mouse,"Abcb11-context, DDC diet",colorimetric serum BA,24330504,10.1111/liv.12438,body text,[Track C]; substrate=NOT_REPORTED; temperature_C=NOT_REPORTED; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4057995/; usable_for_human_wholecell=no (mouse; serum); 6 week timepoint
Track D,Control/baseline,"tubercidin (methylation inhibitor), IFNgamma-pretreated primary mouse hepatocytes",NOT_REPORTED,20S proteasome chymotrypsin-like activity inhibition,53,% inhibition,mean,NOT_REPORTED,NOT_REPORTED,mouse,mouse,primary cultured mouse hepatocytes,fluorogenic Suc-LLVY-AMC cleavage (20S chymotrypsin-like),20026058,10.1016/j.bbrc.2009.12.074,Results text (Fig. referenced),[Track D]; measurement_class=activity; measure=proteasome_chymotrypsin_like_activity; substrate_condition=tubercidin; temperature=NOT_REPORTED; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2812660/; usable_for_human_wholecell=no (mouse; not bile-acid stress); p<0.05; IFNgamma-pretreated cells showed 53% vs 75% inhibition in untreated. Establishes hepatocyte proteasome activity assay/capacity readout.
Track D,Control/baseline,"tubercidin, untreated primary mouse hepatocytes",NOT_REPORTED,20S proteasome chymotrypsin-like activity inhibition,75,% inhibition,mean,NOT_REPORTED,NOT_REPORTED,mouse,mouse,primary cultured mouse hepatocytes,fluorogenic Suc-LLVY-AMC cleavage (20S chymotrypsin-like),20026058,10.1016/j.bbrc.2009.12.074,Results text,[Track D]; measurement_class=activity; measure=proteasome_chymotrypsin_like_activity; substrate_condition=tubercidin; temperature=NOT_REPORTED; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2812660/; usable_for_human_wholecell=no (mouse; not bile-acid stress); p<0.05. Ethanol (50 mM) also suppressed proteasome activity via SAM:SAH ratio ~2.5.
Track D,BSEP-loss,bile-acid treatment (cholestatic) of primary mouse hepatocytes; FXR-KO liver,NOT_REPORTED,autophagic flux (impaired) via impaired autophagosome-lysosome fusion,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,mouse,mouse,primary cultured mouse hepatocytes; FXR-knockout mouse liver,"LC3-II turnover / autophagic flux (bafilomycin), Rab7 immunoblot",24189133,10.1093/toxsci/kft246,Figures (quantitative values in figure bars),[Track D]; measurement_class=activity; measure=autophagic_flux; substrate_condition=bile acids (elevated hepatic BA in FXR-KO); temperature=NOT_REPORTED; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3908720/; usable_for_human_wholecell=no (mouse); directionally relevant to cholestasis; DIRECTION: BAs SUPPRESS autophagic flux by impairing autophagosome-lysosome fusion (reduced Rab7). Exact fold values reported only in figures = NOT_REPORTED.
Track D,BSEP-loss,bile-acid treatment of primary mouse hepatocytes,NOT_REPORTED,proteasome activity (unchanged by BAs),no change,qualitative,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,mouse,mouse,primary cultured mouse hepatocytes,proteasome activity assay,24189133,10.1093/toxsci/kft246,Abstract + figures,[Track D]; measurement_class=activity; measure=proteasome_activity; substrate_condition=bile acids; temperature=NOT_REPORTED; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3908720/; usable_for_human_wholecell=no (mouse); BAs did NOT affect cathepsin or proteasome activities; effect specific to autophagosome-lysosome fusion.
Track D,BSEP-loss,bile-acid treatment of primary mouse hepatocytes,NOT_REPORTED,cathepsin activity (unchanged by BAs),no change,qualitative,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,mouse,mouse,primary cultured mouse hepatocytes,cathepsin activity,24189133,10.1093/toxsci/kft246,Abstract + figures,[Track D]; measurement_class=marker_only; measure=cathepsin_activity; substrate_condition=bile acids; temperature=NOT_REPORTED; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3908720/; usable_for_human_wholecell=no (mouse); Lysosomal protease activity not altered by BAs.
Track D,BSEP-loss,deoxycholic acid (DCA) treatment,8,"GRP78/BiP mRNA and protein increased at 8 h, declined by 48 h",NOT_REPORTED,fold vs control,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,human,human,HL-7702/L02 transformed human hepatocyte line,qRT-PCR + immunoblot,23598416,10.1038/cddis.2013.134,Figures (fold values in figure bars),"[Track D]; measurement_class=protein_amount; measure=GRP78_BiP_protein; substrate_condition=DCA (bile acid); thapsigargin positive control; temperature=NOT_REPORTED; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3668635/; usable_for_human_wholecell=indirect (human transformed hepatocyte line, not primary); DIRECTION: DCA induces GRP78 protein transiently (peak 8 h, decline 48 h). Exact fold = NOT_REPORTED (figure). miR-199a-5p regulates GRP78."
Track D,Control/baseline,TUDCA dose series on HepG2,NOT_REPORTED,LDH release (cytotoxicity),0.1-1 (no cytotoxicity); 10 (increased LDH),mM,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,other,human,HepG2 hepatoma line,LDH release,26293671,10.18632/oncotarget.4377,Figure (dose-response),[Track D]; measurement_class=marker_only; measure=TUDCA_cytotoxicity_threshold_LDH; substrate_condition=TUDCA; temperature=NOT_REPORTED; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4695041/; usable_for_human_wholecell=indirect (hepatoma line); bounds usable TUDCA concentration; TUDCA non-toxic 0.1-1 mM; cytotoxic at 10 mM (p<0.001). Context for chaperone/UPR dosing; not a proteostasis rate.
Track D,BSEP-loss,bile-acid challenge of PiZ (ATZ) mice; human AATD liver,NOT_REPORTED,GRP78 translocation into protein aggregates (major non-AAT aggregate component),NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,other,mouse; human,PiZ transgenic mouse liver + human AATD liver samples,iBAQ absolute-quantification proteomics of aggregate fraction; immunoblot,39665869,10.1111/liv.16207,Figures/proteomics tables,"[Track D]; measurement_class=protein_amount; measure=GRP78_in_aggregates; substrate_condition=bile acids (elevated serum BA in AATD); temperature=NOT_REPORTED; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11636636/; usable_for_human_wholecell=partial (human AATD liver context; disease-specific proteostatic sink); DIRECTION: bile acids increase aggregation and sequester GRP78 into aggregates, depleting free chaperone. Absolute iBAQ values in supplementary = NOT_REPORTED here."
Track D,Control/baseline,baseline human liver (unstressed),NOT_REPORTED,protein detected in all tissues incl. liver; no absolute hepatocyte concentration,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,human,human,human liver tissue (curated),immunohistochemistry / mass-spec (HPA),NOT_REPORTED,NOT_REPORTED,HPA tissue atlas,"[Track D]; measurement_class=protein_amount; measure=HSPA5_GRP78_baseline_abundance; substrate_condition=baseline; temperature=NOT_REPORTED; url=https://www.proteinatlas.org/ENSG00000044574-HSPA5/tissue; usable_for_human_wholecell=baseline reference (qualitative; absolute copy number NOT_REPORTED); Human Protein Atlas: HSPA5/GRP78 'detected in all', tissue-enriched (pancreas). No absolute per-hepatocyte concentration; documents a quantitative gap for the whole-cell model."
Track E,Control/baseline,"GCDC exposure, dose-response",6,cell_death_necrosis,cell death readily apparent (qualitative); little/no death below 3 mM GCDC,qualitative,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,HepaRG,human,HepaRG (differentiated) & primary human hepatocytes,LDH release + PI uptake + morphology,26176423,10.1111/bcpt.12449,"Figs (dose-response, cell death); text results",[Track E]; marker=LDH release / propidium iodide uptake; co_measured_markers=caspase-3 activity; JNK phospho; PI; LDH; study_defined_threshold=NOT_REPORTED; substrate_condition=GCDC (glycochenodeoxycholate); also biliary vs serum BA mixtures; temperature=37C; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4713390/; usable_for_human_wholecell=directly usable (human PHH & HepaRG); Human PHH & HepaRG undergo predominantly oncotic NECROSIS not apoptosis with GCDC; minimal caspase-3 activation. Contrasts rat apoptosis. Exact per-timepoint numeric values only in figures = NOT_REPORTED.
Track E,Control/baseline,TCA exposure,6,proinflammatory_response,no significant increase (unlike murine hepatocytes),qualitative,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,HepaRG,human,HepaRG,RT-PCR,26176423,10.1111/bcpt.12449,Figs (RT-PCR),[Track E]; marker=IL-8 / cytokine mRNA; co_measured_markers=cell death (LDH/PI); study_defined_threshold=NOT_REPORTED; substrate_condition=TCA 500 uM; temperature=37C; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4713390/; usable_for_human_wholecell=directly usable (HepaRG proxy for human); HepaRG resembles human not murine inflammatory phenotype.
Track E,Control/baseline,GCDC 2 mM,6,JNK_activation,JNK activated (phospho-JNK formed),qualitative,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,HepaRG,human,HepaRG,western blot,26176423,10.1111/bcpt.12449,Figs (western),[Track E]; marker=phospho-JNK; co_measured_markers=necrosis (LDH/PI); study_defined_threshold=NOT_REPORTED; substrate_condition=GCDC 2 mM; temperature=37C; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4713390/; usable_for_human_wholecell=directly usable (HepaRG); JNK activation NOT required for cell death (SP600125 did not protect against GCDC necrosis).
Track E,Control/baseline,Compound + BA mixture co-exposure (cholestatic index),192,viability_cholestatic_index,bosentan & troglitazone CIx <= 0.80 (cholestatic risk); chlorpromazine low risk at 8 d,ratio (CIx),NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,HepaRG,human,PHH spheroids & HepaRG spheroids (3D),ATP-based viability (cholestatic index),27759057,10.1038/srep35434,Figs; CIx tables,"[Track E]; marker=Cholestatic Index (CIx) = viability ratio BA+drug / drug; co_measured_markers=BSEP mRNA; F-actin; SRXN1/Nrf2; DR5; intracellular BA accumulation; study_defined_threshold=CIx <= 0.80 classifies compound as having cholestatic risk (study-defined); substrate_condition=drug + concentrated 6-BA plasma-ratio mixture, repeated dosing; temperature=37C; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5069690/; usable_for_human_wholecell=directly usable (human PHH spheroids); Longitudinal repeated-dose; 8-day timepoint."
Track E,Control/baseline,"Compound + BA mixture, extended exposure",336,viability_cholestatic_index,extended co-exposure intensified synergistic toxicity; chlorpromazine shifted from low-risk (8 d) to cholestatic risk (14 d),ratio (CIx),NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,HepaRG,human,PHH & HepaRG spheroids (3D),ATP-based viability (cholestatic index),27759057,10.1038/srep35434,Figs (8 vs 14 day),"[Track E]; marker=Cholestatic Index (CIx); co_measured_markers=BSEP mRNA; DR5; SRXN1; study_defined_threshold=CIx <= 0.80; substrate_condition=drug + BA mixture, repeated dosing; temperature=37C; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5069690/; usable_for_human_wholecell=directly usable (human PHH spheroids); Time-dependence of cholestatic detection; longitudinal 8->14 day."
Track E,BSEP-loss,Chlorpromazine + BA co-exposure,192,death_receptor_signalling,significantly induced vs either alone,qualitative (fold NR in text),NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,HepaRG,human,PHH & HepaRG spheroids,gene expression (qPCR),27759057,10.1038/srep35434,Figs,[Track E]; marker=DR5 (death receptor 5) mRNA; co_measured_markers=SRXN1/Nrf2 (oxidative stress); viability(CIx); study_defined_threshold=NOT_REPORTED; substrate_condition=chlorpromazine + BA mixture; temperature=37C; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5069690/; usable_for_human_wholecell=directly usable (human PHH); Toxic BAs induce DR5 (apoptosis sensitisation) via JNK; numeric fold NOT_REPORTED in text.
Track E,Control/baseline,BSEP IC50 (mechanistic anchor),NOT_REPORTED,BSEP_inhibition_IC50,chlorpromazine 147.6; troglitazone 2.7; bosentan 38.1,uM,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,human,human,reported IC50 (membrane/transport),BSEP inhibition,27759057,10.1038/srep35434,Discussion text,"[Track E]; marker=BSEP inhibition IC50; co_measured_markers=cholestatic index; study_defined_threshold=NOT_REPORTED; substrate_condition=drugs; temperature=NOT_REPORTED; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5069690/; usable_for_human_wholecell=context (transporter kinetics, not a fate marker); Provided as mechanistic anchor linking BSEP inhibition potency to time-to-detect cholestatic toxicity."
Track E,Control/baseline,Alagille syndrome cholestatic liver vs control,NOT_REPORTED,senescence_multi_marker,p16 protein up; gammaH2AX protein up; p16 gene up; p21 gene up; SA-beta-gal activity present in ALGS livers,qualitative (increase vs control),NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,human,human,"explanted liver tissue (pediatric ALGS, n=5) vs control liver (n=5)",IHC / western / qPCR / SA-beta-gal staining,37099537,10.1371/journal.pone.0285019,Figs (p16/p21/gammaH2AX/SA-b-gal),"[Track E]; marker=p16 (protein & gene), gamma-H2AX (protein), p21 (gene), SA-beta-gal; co_measured_markers=p16; p21; gamma-H2AX; SA-beta-gal; SASP (TGF-b1/IL-6/IL-8); study_defined_threshold=NOT_REPORTED; substrate_condition=Alagille cholestasis (in vivo human disease); temperature=NOT_REPORTED; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10132695/; usable_for_human_wholecell=directly usable (human liver, cholestatic); n=5 ALGS, n=5 control. SASP (TGF-b1/IL-6/IL-8) NOT increased in cohort except 1 patient. Cross-sectional (disease vs control), not in-vitro time-course. Exact numeric fold/quant NOT_REPORTED (figure-based)."
Track E,Control/baseline,Biliary atresia liver: early (diagnosis) vs late (transplant),NOT_REPORTED,senescence_multi_marker,p16 protein up already in early BA; p16 & IL-8 gene up only in late BA; p21 protein NOT up early; progression early->late,qualitative (increase; stage-dependent),NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,human,human,BA liver tissue: early n=5 (hepatoportoenterostomy) & late n=30 (transplant) vs control n=10,"SA-beta-gal, IHC, western, qPCR",37204430,10.18632/aging.204700,Figs; Table (population),"[Track E]; marker=SA-beta-gal, p16 (protein+gene), gamma-H2AX (protein), p21, IL-8, TGF-b1; co_measured_markers=SA-beta-gal; p16; p21; gamma-H2AX; IL-8; TGF-b1 (SASP); study_defined_threshold=NOT_REPORTED; substrate_condition=biliary atresia cholestasis (in vivo human); temperature=NOT_REPORTED; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10292904/; usable_for_human_wholecell=directly usable (human liver, cholestatic); Longitudinal disease-stage comparison early vs late. p16 late marker up progressively; senescence predominant in cholangiocytes + perinodular hepatocytes. Exact quant NOT_REPORTED (figure-based)."
Track E,BSEP-loss,Rat bile duct ligation (biliary cirrhosis model) time-course,48;168;336,senescence_progression,"progressive senescence comparable to BA over BDL time-course (48 h, 1 wk, 2 wk)",qualitative,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,rat,rat,bile-duct-ligated young rat liver (in vivo),SA-beta-gal / IHC / qPCR,37204430,10.18632/aging.204700,Figs (BDL time-course),"[Track E]; marker=senescence markers (SA-beta-gal, p16, p21, gamma-H2AX); co_measured_markers=SA-beta-gal; p16; p21; gamma-H2AX; study_defined_threshold=NOT_REPORTED; substrate_condition=BDL biliary obstruction; temperature=NOT_REPORTED; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10292904/; usable_for_human_wholecell=non-human proxy (rat BDL) - label; Time points 48h/1week/2weeks stated as comparable to human BA progression. Rat proxy. Exact quant NOT_REPORTED."
Track E,BSEP-loss,GCDCA 200 uM apoptotic challenge (no preconditioning),4,apoptosis,15.6,fold-change vs control,mean,NOT_REPORTED,3-10,other,human,HepG2.rNtcp (human hepatoma stably expressing rat Ntcp),caspase-3/7 activity (luminescent),26950211,10.1371/journal.pone.0149782,Fig 1; Results text,"[Track E]; marker=caspase-3/7 activity; co_measured_markers=LDH release (necrosis); study_defined_threshold=NOT_REPORTED; substrate_condition=GCDCA 200 uM challenge, 4 h; temperature=37C; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4780766/; usable_for_human_wholecell=indirect (human hepatoma line + rat transporter) - label; 200 uM GCDCA 4 h -> 15.6-fold caspase-3/7 induction. n reported as 3-10 depending on condition; SEM error but per-value SD NOT_REPORTED in text."
Track E,BSEP-loss,GCDCA 200 uM challenge after 25 uM GCDCA preconditioning 24 h,4,apoptosis,58% reduction vs non-preconditioned,% reduction,mean,NOT_REPORTED,3-10,other,human,HepG2.rNtcp,caspase-3/7 activity,26950211,10.1371/journal.pone.0149782,Fig 1,"[Track E]; marker=caspase-3/7 activity; co_measured_markers=LDH release; study_defined_threshold=NOT_REPORTED; substrate_condition=precond 25 uM GCDCA 24 h, then 200 uM GCDCA 4 h; temperature=37C; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4780766/; usable_for_human_wholecell=indirect - label; Preconditioning hormesis effect."
Track E,BSEP-loss,Preconditioning time-course (25 uM GCDCA) then 200 uM challenge,challenge 4 (precond 2/6/12/24/48),apoptosis,significant protection requires >=24 h preconditioning; gradual decrease at intermediate times,qualitative/temporal,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,other,human,HepG2.rNtcp,caspase-3/7 activity,26950211,10.1371/journal.pone.0149782,Fig 4,"[Track E]; marker=caspase-3/7 activity; co_measured_markers=LDH; study_defined_threshold=NOT_REPORTED; substrate_condition=precond 25 uM GCDCA 2,6,12,24,48 h then 200 uM 4 h; temperature=37C; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4780766/; usable_for_human_wholecell=indirect - label; Preconditioning time-dependence (2-48 h)."
Track E,Control/baseline,Preconditioning concentration-response (24 h) then 200 uM challenge,4,apoptosis,1 uM precond -> 48.5% reduction; 25 uM precond -> 77% reduction,% reduction,mean,NOT_REPORTED,3,other,human,HepG2.rNtcp,caspase-3/7 activity,26950211,10.1371/journal.pone.0149782,Fig 4,[Track E]; marker=caspase-3/7 activity; co_measured_markers=LDH; study_defined_threshold=NOT_REPORTED; substrate_condition=precond 0.25-25 uM GCDCA 24 h then 200 uM 4 h; temperature=37C; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4780766/; usable_for_human_wholecell=indirect - label; Concentration-dependent protection.
Track E,BSEP-loss,GCDCA 200 uM challenge (necrosis check),4,necrosis,no increase in LDH (no necrotic death) at 200 uM 4 h,% of total LDH,mean,SEM (value NR),3,other,human,HepG2.rNtcp,LDH release,26950211,10.1371/journal.pone.0149782,Fig 3,[Track E]; marker=LDH release; co_measured_markers=caspase-3/7 activity; study_defined_threshold=NOT_REPORTED; substrate_condition=200 uM GCDCA 4 h +/- preconditioning; temperature=37C; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4780766/; usable_for_human_wholecell=indirect - label; Death mode is apoptotic not necrotic in this system at this dose/time; digitonin=100% leakage reference.
Track E,BSEP-loss,GCDCA 50 uM,4,apoptosis_peak,caspase-3 activity peaks at 4 h,temporal (peak time),NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,rat,rat,primary rat hepatocytes,caspase-3 activity + apoptotic nuclear morphology,23300732,10.1371/journal.pone.0052647,Results text; Figs,"[Track E]; marker=caspase-3 activity; co_measured_markers=TNFa/ActD caspase-3; menadione caspase-3; necrosis at high GCDCA; study_defined_threshold=NOT_REPORTED; substrate_condition=GCDCA 50 uM (range 50-200 uM tested); temperature=NOT_REPORTED; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3530435/; usable_for_human_wholecell=non-human proxy (rat) - label; Caspase-3 peak times in same system: GCDCA 50uM 4h, TNFa/ActD 16h, menadione 50uM 9h. At high GCDCA death shifts to necrosis (AngII does not prevent)."
Track E,Control/baseline,TNF-alpha 20 ng/ml + ActD 200 ng/ml,16,apoptosis_peak,caspase-3 peaks at 16 h,temporal (peak time),NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,rat,rat,primary rat hepatocytes,caspase-3 activity,23300732,10.1371/journal.pone.0052647,Results text,[Track E]; marker=caspase-3 activity; co_measured_markers=GCDCA & menadione caspase-3 (same system); study_defined_threshold=NOT_REPORTED; substrate_condition=TNFa/ActD; temperature=NOT_REPORTED; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3530435/; usable_for_human_wholecell=non-human proxy (rat) - label; Co-measured stimulus for kinetic comparison.
Track E,Control/baseline,Menadione 50 uM,9,apoptosis_peak,caspase-3 peaks at 9 h,temporal (peak time),NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,rat,rat,primary rat hepatocytes,caspase-3 activity,23300732,10.1371/journal.pone.0052647,Results text,[Track E]; marker=caspase-3 activity; co_measured_markers=GCDCA & TNFa/ActD caspase-3 (same system); study_defined_threshold=NOT_REPORTED; substrate_condition=menadione 50 uM (oxidative stress); temperature=NOT_REPORTED; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3530435/; usable_for_human_wholecell=non-human proxy (rat) - label; Oxidative-stress apoptosis kinetic reference in same rat hepatocyte system.
Track E,Control/baseline,GCDC exposure,NOT_REPORTED,apoptosis,"GCDC induces apoptosis in rat hepatocytes & HUH7-Ntcp; PKC-delta silencing increases apoptosis, CA/WT PKC-delta attenuates",qualitative,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,other,human;rat,HUH7-Ntcp (human) & primary rat hepatocytes,Hoechst apoptotic morphology + caspase-3 cleavage immunoblot,25359536,10.1152/ajpgi.00165.2014,figure-based (full text body not retrieved; abstract),[Track E]; marker=caspase-3 cleavage + Hoechst apoptotic nuclei; co_measured_markers=JNK phospho; Akt phospho; BIM expression; PKC-delta translocation/phospho; study_defined_threshold=NOT_REPORTED; substrate_condition=GCDC (glycochenodeoxycholate); temperature=NOT_REPORTED; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4269680/; usable_for_human_wholecell=partially (human HUH7-Ntcp line) - label; Full-text body not retrieved (abstract only) -> quantitative time/values NOT_REPORTED. GCDC-induced apoptosis co-measured with JNK/Akt/BIM. BIM knockdown reduces apoptosis.
Track E,BSEP-loss,Bile duct ligation (BDL) time-course,0;6;12;24;48;72,apoptosis_absent,no plasma caspase-3 activity at any time after BDL,qualitative (absent),NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,mouse,mouse,"C57BL/6J mouse, in vivo BDL",Ac-DEVD-AMC caspase activity (zVAD-inhibitable),24096036,10.1016/j.taap.2013.09.023,Figs (time-course); Results,[Track E]; marker=plasma caspase-3 activity; co_measured_markers=cK18; FL-K18; miR-122; HMGB1; ALT; procaspase-3 western; study_defined_threshold=NOT_REPORTED; substrate_condition=BDL obstructive cholestasis; temperature=NOT_REPORTED; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3860754/; usable_for_human_wholecell=non-human proxy (mouse in vivo) - label; Positive control Gal/End showed caspase-3 at 6 h. Procaspase-3 protein seen only in high-injury BDL (24 h).
Track E,BSEP-loss,BDL time-course,0;6;12;24;48;72,apoptosis_marker,never exceeded sham level of <150 pmol/ml at any time,pmol/ml serum,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,mouse,mouse,C57BL/6J mouse in vivo BDL,mass spectrometry (absolute quant),24096036,10.1016/j.taap.2013.09.023,Figs,[Track E]; marker=caspase-cleaved cytokeratin-18 (cK18); co_measured_markers=FL-K18; caspase-3; miR-122; HMGB1; study_defined_threshold=NOT_REPORTED; substrate_condition=BDL; temperature=NOT_REPORTED; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3860754/; usable_for_human_wholecell=non-human proxy (mouse) - label; cK18 (apoptosis) flat = lack of apoptosis; sham reference <150 pmol/ml.
Track E,BSEP-loss,BDL time-course,0;6;12;24;48;72,necrosis_marker,"progressive increase up to 48 h, slight decline at 72 h",temporal (peak 48 h),NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,mouse,mouse,C57BL/6J mouse in vivo BDL,mass spectrometry,24096036,10.1016/j.taap.2013.09.023,Figs,[Track E]; marker=full-length cytokeratin-18 (FL-K18); co_measured_markers=cK18; miR-122; HMGB1; ALT; study_defined_threshold=NOT_REPORTED; substrate_condition=BDL; temperature=NOT_REPORTED; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3860754/; usable_for_human_wholecell=non-human proxy (mouse) - label; FL-K18 (necrosis) rises = necrotic death dominant. Peak 48 h. Absolute values figure-based = NOT_REPORTED.
Track E,BSEP-loss,BDL time-course,0;6;12;24;48;72,necrosis_marker,"progressive increase up to 48 h, moderate decline after",temporal (peak 48 h),NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,mouse,mouse,C57BL/6J mouse in vivo BDL,qRT-PCR,24096036,10.1016/j.taap.2013.09.023,Figs,[Track E]; marker=miR-122 (serum); co_measured_markers=FL-K18; cK18; HMGB1; ALT; study_defined_threshold=NOT_REPORTED; substrate_condition=BDL; temperature=NOT_REPORTED; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3860754/; usable_for_human_wholecell=non-human proxy - label; Necrosis/cell-death marker; kinetics parallel FL-K18.
Track E,BSEP-loss,BDL time-course,0;6;12;24;48;72,necrosis_inflammation_marker,"total HMGB1 up from 6 h, peak 48-72 h; acHMGB1 significant from 12 h, reaches ~10% of total at late times",temporal; acHMGB1 ~10% of total,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,mouse,mouse,C57BL/6J mouse in vivo BDL,immunoassay + mass spectrometry,24096036,10.1016/j.taap.2013.09.023,Figs,[Track E]; marker=total HMGB1 / acetylated HMGB1; co_measured_markers=FL-K18; miR-122; cK18; ALT; study_defined_threshold=NOT_REPORTED; substrate_condition=BDL; temperature=NOT_REPORTED; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3860754/; usable_for_human_wholecell=non-human proxy - label; HMGB1 passive-release necrosis marker; acHMGB1 = inflammatory activation.
Track E,BSEP-loss,BDL time-course,0;6;12;24;48;72,liver_injury,"rose steadily through first 24 h, subsided slightly at 48 & 72 h",temporal (peak ~24 h),NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,mouse,mouse,C57BL/6J mouse in vivo BDL,ALT enzyme kit,24096036,10.1016/j.taap.2013.09.023,Figs,[Track E]; marker=plasma ALT; co_measured_markers=FL-K18; cK18; miR-122; HMGB1; study_defined_threshold=NOT_REPORTED; substrate_condition=BDL; temperature=NOT_REPORTED; url=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3860754/; usable_for_human_wholecell=non-human proxy - label; Injury/bile infarcts peak 48-72 h; ALT peak ~24 h. Absolute values figure-based.
