track,category,condition,time_h,endpoint,value,unit,mean_or_median,error,n,organism_bucket,organism,model,assay,substrate_condition,temperature,pmid,doi,url,figure_table,usable_for_human_wholecell,notes
Transporter flux,Absolute BSEP/MRP2/GLUT2 transport flux,"rat MRP3 membrane vesicle, E217betaG uptake",NOT_REPORTED,Vmax,415,pmol/min/mg protein,mean,SD 73,NOT_REPORTED,other,rat,membrane vesicle recombinant rat MRP3 (ABCC3),ATP-dependent vesicular transport,E217betaG,NOT_REPORTED,10329726,10.1074/jbc.274.21.15181,https://pubmed.ncbi.nlm.nih.gov/10329726/,Abstract,"non-human, MRP3 not MRP2 — off-target proxy","MRP3, related transporter"
Transporter flux,Absolute BSEP/MRP2/GLUT2 transport flux,"human MRP1 (C-A500 cell) membrane vesicle, DNP-SG uptake",NOT_REPORTED,Km,2.56,umol/L,mean,NOT_REPORTED,NOT_REPORTED,other,human,membrane vesicle from C-A500 (MRP1-expressing KB-3-1 derived),ATP-dependent vesicular transport,"2,4-dinitrophenyl-S-glutathione (DNP-SG)",NOT_REPORTED,10363583,10.1111/j.1349-7006.1999.tb00767.x,https://pubmed.ncbi.nlm.nih.gov/10363583/,Abstract,"human, MRP1 (ABCC1) not MRP2 — off-target proxy for conjugate export",MRP1; MRP2 not overexpressed
Transporter flux,Absolute BSEP/MRP2/GLUT2 transport flux,"human MRP1 (C-A500 cell) membrane vesicle, DNP-SG uptake",NOT_REPORTED,Vmax,570,pmol/min/mg protein,mean,NOT_REPORTED,NOT_REPORTED,other,human,membrane vesicle from C-A500 (MRP1),ATP-dependent vesicular transport,DNP-SG,NOT_REPORTED,10363583,10.1111/j.1349-7006.1999.tb00767.x,https://pubmed.ncbi.nlm.nih.gov/10363583/,Abstract,"human, MRP1 not MRP2 — off-target proxy",MRP1
Transporter flux,Absolute BSEP/MRP2/GLUT2 transport flux,"human MRP1 (C-A500 cell) membrane vesicle, E2-17betaG uptake",NOT_REPORTED,Km,2.33,umol/L,mean,NOT_REPORTED,NOT_REPORTED,other,human,membrane vesicle from C-A500 (MRP1),ATP-dependent vesicular transport,estradiol-17beta-D-glucuronide,NOT_REPORTED,10363583,10.1111/j.1349-7006.1999.tb00767.x,https://pubmed.ncbi.nlm.nih.gov/10363583/,Abstract,"human, MRP1 not MRP2 — off-target proxy",MRP1
Transporter flux,Absolute BSEP/MRP2/GLUT2 transport flux,"human MRP1 (C-A500 cell) membrane vesicle, E2-17betaG uptake",NOT_REPORTED,Vmax,34,pmol/min/mg protein,mean,NOT_REPORTED,NOT_REPORTED,other,human,membrane vesicle from C-A500 (MRP1),ATP-dependent vesicular transport,estradiol-17beta-D-glucuronide,NOT_REPORTED,10363583,10.1111/j.1349-7006.1999.tb00767.x,https://pubmed.ncbi.nlm.nih.gov/10363583/,Abstract,"human, MRP1 not MRP2 — off-target proxy",MRP1
Transporter flux,Absolute BSEP/MRP2/GLUT2 transport flux,"human GLUT2 in Xenopus oocyte, 2-deoxyglucose transport",NOT_REPORTED,Km,11.2,mmol/L,mean,SD 1.1,NOT_REPORTED,other,human,Xenopus laevis oocyte (heterologous expression of human GLUT2),deoxyglucose uptake in oocytes,2-deoxyglucose,NOT_REPORTED,8987985,10.1021/bi962210n,https://pubmed.ncbi.nlm.nih.gov/8987985/,Abstract (cites Gould et al 1991 Biochemistry 30:5139),"human protein in oocyte (heterologous) — usable Km, system labeled 'other'",GLUT3 Km 1.4±0.06 mM same paper
Transporter flux,Absolute BSEP/MRP2/GLUT2 transport flux,"GLUT2 in Xenopus oocyte, 2-deoxyglucose transport",NOT_REPORTED,Km,17.1,mmol/L,mean,NOT_REPORTED,NOT_REPORTED,other,human,Xenopus laevis oocyte (heterologous expression GLUT2/liver),2-deoxyglucose uptake in oocytes,2-deoxyglucose,NOT_REPORTED,1420159,10.1021/bi00157a032,https://pubmed.ncbi.nlm.nih.gov/1420159/,Abstract,"human protein in oocyte (heterologous) — usable Km, system 'other'",Km order GLUT3(1.8)<GLUT4(4.6)<GLUT1(6.9)<GLUT2(17.1) mM
Transporter flux,Absolute BSEP/MRP2/GLUT2 transport flux,"human GLUT2 in Xenopus oocyte, deoxyglucose transport + competitive sugars",NOT_REPORTED,"Km/Ki (D-glucose, fructose, maltose)",NOT_REPORTED,mM,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,other,human,Xenopus laevis oocyte (heterologous human GLUT2),"deoxyglucose uptake, competitive inhibition",2-deoxyglucose / D-glucose / D-fructose / maltose,NOT_REPORTED,8457197,10.1042/bj2900701,https://pubmed.ncbi.nlm.nih.gov/8457197/,Tables (scanned PDF; numeric tables not machine-readable),human protein in oocyte — usable but values in scanned tables,"Full numeric Km/Ki in original tables; PMC copy is scanned image, values NOT_REPORTED here to avoid transcription error"
Transporter flux,Absolute BSEP/MRP2/GLUT2 transport flux,"rat GLUT2 in Xenopus oocyte + rat hepatocytes, dehydroascorbic acid transport",NOT_REPORTED,"Km (glucose/DHA, low affinity)",NOT_REPORTED,mM,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,other,rat,Xenopus oocyte (rat GLUT2) and rat hepatocytes,transport kinetics/competition,dehydroascorbic acid / D-glucose,NOT_REPORTED,21621509,10.1016/j.bbrc.2011.05.070,https://pubmed.ncbi.nlm.nih.gov/21621509/,Abstract,"non-human (rat), low-affinity confirmation — proxy","GLUT2 confirmed low-affinity glucose/DHA transporter; numeric Km in figures, NOT_REPORTED in abstract"
Fate thresholds,Damage/death/senescence time thresholds,APAP 10 mM,24-48,onset of necrosis (ALT release into medium),"significant necrosis first at 24 h, progressive to 48 h",qualitative time-to-event,mean,SE (n given),20 independent isolations,human,human,primary human hepatocytes (freshly isolated),ALT release + PI/DAPI staining,5/10 mM APAP,37C,24905542,10.1016/j.taap.2014.05.010,https://pubmed.ncbi.nlm.nih.gov/24905542/,"Fig 1A,C",human-direct,"Raw time-to-event; correlates with clinical onset of human APAP injury. Necrosis, no caspase-3 increase at 24h."
Fate thresholds,Damage/death/senescence time thresholds,APAP 10 mM,0-3,GSH depletion,>70,% depletion within 3 h,mean,SE,3-8 donors,human,human,primary human hepatocytes,modified Tietze GSH assay,10 mM APAP,37C,24905542,10.1016/j.taap.2014.05.010,https://pubmed.ncbi.nlm.nih.gov/24905542/,Fig 3A,human-direct,Rapid initiating event preceding commitment.
Fate thresholds,Damage/death/senescence time thresholds,APAP 10 mM,6-15,loss of mitochondrial membrane potential,significant loss between 6 and 15 h,time window,mean,SE,3-8 donors,human,human,primary human hepatocytes,JC-1 assay,10 mM APAP,37C,24905542,10.1016/j.taap.2014.05.010,https://pubmed.ncbi.nlm.nih.gov/24905542/,Fig 3B,human-direct,Mitochondrial dysfunction precedes necrosis onset (24h). Candidate commitment window.
Fate thresholds,Damage/death/senescence time thresholds,APAP 10 mM,6,cytosolic JNK activation onset,first detectable at 6 h,time-to-event,NOT_REPORTED,NOT_REPORTED,3-4 donors,human,human,primary human hepatocytes,Western blot P-JNK/JNK,10 mM APAP,37C,24905542,10.1016/j.taap.2014.05.010,https://pubmed.ncbi.nlm.nih.gov/24905542/,"Fig 4A,B",human-direct,Massive mito P-JNK translocation at 15h (Fig 4C).
Fate thresholds,Damage/death/senescence time thresholds,APAP 10 mM + delayed NAC rescue,6-24,rescue window / functional point-of-no-return,complete rescue if NAC <=6 h; partial at 15 h; rescue lost at 24 h,post-insult rescue window,mean,SE,3-7 donors,human,human,primary human hepatocytes,ALT + GDH release at 24/48h,10 mM APAP; 20 mM NAC delayed,37C,24905542,10.1016/j.taap.2014.05.010,https://pubmed.ncbi.nlm.nih.gov/24905542/,Fig 7A,human-direct,Best human point-of-no-return proxy: antidote rescue lost between 15 and 24 h. Threshold DEFINED as loss of NAC protection.
Fate thresholds,Damage/death/senescence time thresholds,APAP 10 mM,24 / 48,cell death fraction (ALT release),29 (24h); 68 (48h),% cell death,mean,SE,3-7 donors,human,human,primary human hepatocytes,ALT release,10 mM APAP,37C,24905542,10.1016/j.taap.2014.05.010,https://pubmed.ncbi.nlm.nih.gov/24905542/,Fig 7A (text),human-direct,Necrosis progression 24->48 h.
Fate thresholds,Damage/death/senescence time thresholds,GCDC serum-level (>20 uM),"3,6,24",cytotoxicity (LDH),no toxicity,LDH release,mean,SE,4 batches,human,human,primary human hepatocytes,LDH release,>20 uM GCDC (serum range),37C,25636263,10.1016/j.taap.2015.01.015,https://pubmed.ncbi.nlm.nih.gov/25636263/,Fig 2A,human-direct,Serum-relevant BA does NOT kill human hepatocytes even at 24h.
Fate thresholds,Damage/death/senescence time thresholds,GCDC >=1000 uM (biliary),"6,24",onset of necrosis (LDH),significant LDH release at 6 and 24 h,time-to-event,mean,SE,4 batches,human,human,primary human hepatocytes,LDH + PI/Hoechst,>=1 mM GCDC (biliary range),37C,25636263,10.1016/j.taap.2015.01.015,https://pubmed.ncbi.nlm.nih.gov/25636263/,"Fig 2A,C",human-direct,"Human death threshold ~1 mM GCDC. Mode = NECROSIS, no caspase-3."
Fate thresholds,Damage/death/senescence time thresholds,Biliary BA milieu,"6,24",cytotoxicity dose threshold,significant toxicity at 0.5x biliary conc,fold of measured biliary BA mix,mean,SE,3 batches,human,human,primary human hepatocytes,LDH release,reconstituted biliary BA milieu,37C,25636263,10.1016/j.taap.2015.01.015,https://pubmed.ncbi.nlm.nih.gov/25636263/,Fig 4B,human-direct,"Serum milieu: NO toxicity even at 3x, 24h (Fig 4A)."
Fate thresholds,Damage/death/senescence time thresholds,GCDC (rat comparison),6,apoptosis onset (caspase-3),caspase-3 activation from 50 uM,uM threshold at 6 h,mean,SE,3 batches,rat,rat,primary rat hepatocytes,caspase-3 activity + Western,"GCDC dose series, 6 h",37C,25636263,10.1016/j.taap.2015.01.015,https://pubmed.ncbi.nlm.nih.gov/25636263/,"Fig 3B,D",non-human proxy,Rat: APOPTOSIS at 50 uM (z-VAD protects). Species divergence from human necrosis.
Fate thresholds,Damage/death/senescence time thresholds,GCDC dose series,NOT_REPORTED,mode of death (caspase-independent necrosis),dose-responsive LDH; z-VD-FMK no protection,qualitative,mean,SE,NOT_REPORTED,HepaRG,HepaRG,differentiated HepaRG human hepatoma line,LDH release +/- caspase inhibitor,GCDC & TCA,37C,26176423,10.1111/bcpt.12449,https://pubmed.ncbi.nlm.nih.gov/26176423/,Figs (LDH),human-indirect (cell line),HepaRG recapitulates primary human response (necrosis). Exact commitment time NOT_REPORTED at abstract-level extraction.
Fate thresholds,Damage/death/senescence time thresholds,APAP 300 mg/kg (fasted mice),0-2,apoptotic hepatocytes (baseline),0.2,apoptotic cells / 10 HPF,mean,+/-0.1,NOT_REPORTED,mouse,mouse,C3Heb/FeJ mouse (in vivo),H&E morphology,300 mg/kg APAP i.p.,NOT_REPORTED,12011492,10.1093/toxsci/67.2.322,https://pubmed.ncbi.nlm.nih.gov/12011492/,Results,non-human proxy,Apoptosis at baseline up to 2h; <1% of parenchyma throughout.
Fate thresholds,Damage/death/senescence time thresholds,APAP 300 mg/kg,3-24,necrosis extent (centrilobular),40-60,% hepatocytes necrotic,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,mouse,mouse,C3Heb/FeJ mouse (in vivo),H&E histology,300 mg/kg APAP,NOT_REPORTED,12011492,10.1093/toxsci/67.2.322,https://pubmed.ncbi.nlm.nih.gov/12011492/,Results,non-human proxy,Oncotic necrosis is principal death mode; no caspase-3 at any time.
Fate thresholds,Damage/death/senescence time thresholds,APAP 300 mg/kg,24,peak plasma ALT,5900,U/l,mean,+/-1350,NOT_REPORTED,mouse,mouse,C3Heb/FeJ mouse (in vivo),plasma ALT,300 mg/kg APAP,NOT_REPORTED,12011492,10.1093/toxsci/67.2.322,https://pubmed.ncbi.nlm.nih.gov/12011492/,Results,non-human proxy,Injury peaks at 24h.
Fate thresholds,Damage/death/senescence time thresholds,Simulated I/R (anoxia pH6.2 4h -> reoxygenation pH7.4),12,time to apoptosis commitment (ATP-restored),apoptosis develops within 12 h of reperfusion,time-to-event,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,rat,rat,overnight-cultured rat hepatocytes,"chromatin condensation, TUNEL, caspase-3",4 h anoxia; reoxygenation +/- fructose+glycine,37C,12557154,10.1053/gast.2003.50059,https://pubmed.ncbi.nlm.nih.gov/12557154/,Results,non-human proxy,Fate SWITCH is metabolic: MPT is common trigger; glycolytic ATP (fructose+glycine) commits cells to APOPTOSIS within 12h instead of necrosis. CsA blocks both.
Fate thresholds,Damage/death/senescence time thresholds,GCDC 250 uM,0.5,ATP depletion (necrosis initiator),86,% ATP depletion within 30 min,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,rat,rat,isolated rat hepatocytes,cellular ATP; cytosolic Ca2+,250 uM GCDC,37C,8325981,10.1172/JCI116546,https://pubmed.ncbi.nlm.nih.gov/8325981/,Results,non-human proxy,ATP depletion within 30 min precedes sustained Ca2+ rise then death. Fructose maintains ATP 50% and protects. Necrotic commitment.
Fate thresholds,Damage/death/senescence time thresholds,Menadione,~0.4,lag: ATP depletion -> loss of viability,loss of viability lagged ~25 min behind ATP depletion,min lag,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,rat,rat,isolated rat hepatocytes,ATP + viability,"menadione, oxidative stress",NOT_REPORTED,2353814,10.1016/0003-9861(90)90527-6,https://pubmed.ncbi.nlm.nih.gov/2353814/,Results,non-human proxy,Delay from bioenergetic threshold (ATP collapse) to death commitment ~25 min; metabolic substrates delay onset.
Fate thresholds,Damage/death/senescence time thresholds,"Diquat (oxidant stress, in vivo)",3-6,onset of oncotic necrosis,necrotic areas at 3 and 6 h; ALT 46->955 U/l at 6 h,time-to-event + ALT (U/l),mean,ALT +/-90 (6h); ctrl +/-4,NOT_REPORTED,rat,rat,male Fisher rat (in vivo),"H&E, TUNEL, plasma ALT, caspase-3",diquat,NOT_REPORTED,19136381,10.1152/ajpgi.90435.2008,https://pubmed.ncbi.nlm.nih.gov/19136381/,Results,non-human proxy,Oncotic necrosis (cytosolic TUNEL); NO caspase-3 increase 0-6h; JNK inhibitor no protection. Oxidant stress commits to necrosis.
Fate thresholds,Damage/death/senescence time thresholds,Nras(G12V) hepatic expression,NOT_REPORTED,oncogene-induced senescence establishment/clearance,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,mouse,mouse,murine hepatocytes (in vivo),senescence markers; immune clearance,Nras(G12V) hydrodynamic delivery,NOT_REPORTED,22080947,10.1038/nature10599,https://pubmed.ncbi.nlm.nih.gov/22080947/,whole study,non-human proxy,OIS occurs in hepatocytes in vivo; senescent cells immune-cleared (CD4 T-cell dependent). NO quantitative time-to-commitment reported - closest hepatocyte senescence primary source; commitment timing is a GAP.
Donor variability,Donor-specific gene expression,"inter-donor variability, fold-range(max/min)=7",NOT_REPORTED,OATP1B1 (SLCO1B1) protein abundance,2.0,fmol/µg membrane protein,mean,SD 0.9,64,human,human,liver tissue (frozen),LC-MS/MS targeted proteomics (signature peptides),total membrane protein,NOT_REPORTED,24122874,10.1124/dmd.113.053819,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3876790/,Abstract / Table (n=64 livers),yes,Fold-range(max/min)=7. Age/sex not associated; SLCO1B1 c.388A>G haplotype raised OATP1B1.
Donor variability,Donor-specific gene expression,"inter-donor variability, fold-range(max/min)=8",NOT_REPORTED,OATP1B3 (SLCO1B3) protein abundance,1.1,fmol/µg membrane protein,mean,SD 0.5,64,human,human,liver tissue (frozen),LC-MS/MS targeted proteomics (signature peptides),total membrane protein,NOT_REPORTED,24122874,10.1124/dmd.113.053819,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3876790/,Abstract / Table (n=64 livers),yes,Fold-range(max/min)=8. Age/sex not associated; SLCO1B1 c.388A>G haplotype raised OATP1B1.
Donor variability,Donor-specific gene expression,"inter-donor variability, fold-range(max/min)=5",NOT_REPORTED,OATP2B1 (SLCO2B1) protein abundance,1.7,fmol/µg membrane protein,mean,SD 0.6,64,human,human,liver tissue (frozen),LC-MS/MS targeted proteomics (signature peptides),total membrane protein,NOT_REPORTED,24122874,10.1124/dmd.113.053819,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3876790/,Abstract / Table (n=64 livers),yes,Fold-range(max/min)=5. Age/sex not associated; SLCO1B1 c.388A>G haplotype raised OATP1B1.
Donor variability,Donor-specific gene expression,"inter-donor variability, fold-range(max/min)=8",NOT_REPORTED,P-gp/ABCB1 (MDR1) protein abundance,0.4,fmol/µg membrane protein,mean,SD 0.2,64,human,human,liver tissue (frozen),LC-MS/MS targeted proteomics (signature peptides),total membrane protein,NOT_REPORTED,24122874,10.1124/dmd.113.053819,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3876790/,Abstract / Table (n=64 livers),yes,Fold-range(max/min)=8. Age/sex not associated; SLCO1B1 c.388A>G haplotype raised OATP1B1.
Donor variability,Donor-specific gene expression,inter-donor + inter-ethnic (Caucasian/Asian/African-American),NOT_REPORTED,OATP1B1 protein abundance,15.0,fmol/µg total membrane protein,mean,SD 6.0,141,human,human,liver tissue,"LC-MS/MS targeted proteomics (optimized, Na-deoxycholate)",total membrane protein,NOT_REPORTED,25926430,10.1124/dmd.115.063362,https://doi.org/10.1124/dmd.115.063362,Abstract (n=141),yes,CV≈SD/mean. OATP1B1/1B3 higher in Asians; OATP1B1 assoc c.388A>G (rs2306283). Scaling 3.5 mg membrane protein/100 mg wet liver.
Donor variability,Donor-specific gene expression,inter-donor + inter-ethnic (Caucasian/Asian/African-American),NOT_REPORTED,OATP1B3 protein abundance,16.1,fmol/µg total membrane protein,mean,SD 8.1,141,human,human,liver tissue,"LC-MS/MS targeted proteomics (optimized, Na-deoxycholate)",total membrane protein,NOT_REPORTED,25926430,10.1124/dmd.115.063362,https://doi.org/10.1124/dmd.115.063362,Abstract (n=141),yes,CV≈SD/mean. OATP1B1/1B3 higher in Asians; OATP1B1 assoc c.388A>G (rs2306283). Scaling 3.5 mg membrane protein/100 mg wet liver.
Donor variability,Donor-specific gene expression,inter-donor + inter-ethnic (Caucasian/Asian/African-American),NOT_REPORTED,OATP2B1 protein abundance,4.1,fmol/µg total membrane protein,mean,SD 1.3,141,human,human,liver tissue,"LC-MS/MS targeted proteomics (optimized, Na-deoxycholate)",total membrane protein,NOT_REPORTED,25926430,10.1124/dmd.115.063362,https://doi.org/10.1124/dmd.115.063362,Abstract (n=141),yes,CV≈SD/mean. OATP1B1/1B3 higher in Asians; OATP1B1 assoc c.388A>G (rs2306283). Scaling 3.5 mg membrane protein/100 mg wet liver.
Donor variability,Donor-specific gene expression,inter-donor + inter-ethnic (Caucasian/Asian/African-American),NOT_REPORTED,P-gp/ABCB1 protein abundance,0.6,fmol/µg total membrane protein,mean,SD 0.2,141,human,human,liver tissue,"LC-MS/MS targeted proteomics (optimized, Na-deoxycholate)",total membrane protein,NOT_REPORTED,25926430,10.1124/dmd.115.063362,https://doi.org/10.1124/dmd.115.063362,Abstract (n=141),yes,CV≈SD/mean. OATP1B1/1B3 higher in Asians; OATP1B1 assoc c.388A>G (rs2306283). Scaling 3.5 mg membrane protein/100 mg wet liver.
Donor variability,Donor-specific gene expression,inter-donor + inter-ethnic (Caucasian/Asian/African-American),NOT_REPORTED,PMCA4 (housekeeping) protein abundance,2.4,fmol/µg total membrane protein,mean,SD 1.0,141,human,human,liver tissue,"LC-MS/MS targeted proteomics (optimized, Na-deoxycholate)",total membrane protein,NOT_REPORTED,25926430,10.1124/dmd.115.063362,https://doi.org/10.1124/dmd.115.063362,Abstract (n=141),yes,CV≈SD/mean. OATP1B1/1B3 higher in Asians; OATP1B1 assoc c.388A>G (rs2306283). Scaling 3.5 mg membrane protein/100 mg wet liver.
Donor variability,Donor-specific gene expression,inter-individual variability among 10 livers,NOT_REPORTED,CYP1A2/2A6/2C19/3A4 inter-donor variability,>20,fold (max/min),NOT_REPORTED,NOT_REPORTED,10,human,human,liver microsomes (HLM),LC-MS/MS multiplexed-MRM absolute quantification,microsomal protein,NOT_REPORTED,21544820,10.1002/jps.22255,https://doi.org/10.1002/jps.22255,Abstract (n=10 individual HLM),yes,"Each of CYP1A2,2A6,2C19,3A4 >20-fold among individuals; CYP2C9 highest. Per-isoform values in paywalled tables."
Donor variability,Donor-specific gene expression,inter-individual variability across 2 HLM panels,NOT_REPORTED,CYP4F3B inter-donor variability,3.3,fold (max/min),NOT_REPORTED,NOT_REPORTED,31,human,human,liver microsomes (2 HLM panels),LC-MS/MS targeted quantitative proteomics,microsomal protein,NOT_REPORTED,24816681,10.1124/dmd.114.058040,https://doi.org/10.1124/dmd.114.058040,Abstract/text (n=31 HLM),yes,low inter-individual variability
Donor variability,Donor-specific gene expression,inter-individual variability across 2 HLM panels,NOT_REPORTED,CYP4F2 inter-donor variability,21,fold (max/min),NOT_REPORTED,NOT_REPORTED,31,human,human,liver microsomes (2 HLM panels),LC-MS/MS targeted quantitative proteomics,microsomal protein,NOT_REPORTED,24816681,10.1124/dmd.114.058040,https://doi.org/10.1124/dmd.114.058040,Abstract/text (n=31 HLM),yes,large; 3.4-fold if 2 lowest donors excluded
Donor variability,Donor-specific gene expression,inter-individual variability across 2 HLM panels,NOT_REPORTED,CYP3A inter-donor variability,29,fold (max/min),NOT_REPORTED,NOT_REPORTED,31,human,human,liver microsomes (2 HLM panels),LC-MS/MS targeted quantitative proteomics,microsomal protein,NOT_REPORTED,24816681,10.1124/dmd.114.058040,https://doi.org/10.1124/dmd.114.058040,Abstract/text (n=31 HLM),yes,same HLM panels; CYP4F ~15% of total hepatic CYP
Donor variability,Donor-specific gene expression,"inter-donor variability, fold-range=16",NOT_REPORTED,OAT2 (SLC22A7) protein abundance,1.52,fmol/µg membrane protein,mean,SD 0.57,52,human,human,liver tissue,LC-MS/MS surrogate-peptide quantification,membrane protein,NOT_REPORTED,29906129,10.1021/acs.molpharmaceut.8b00320,https://doi.org/10.1021/acs.molpharmaceut.8b00320,Abstract,yes,Fold-range 16 (liver tissue). Not assoc age/sex.
Donor variability,Donor-specific gene expression,"inter-donor variability, fold-range=4",NOT_REPORTED,OAT7 (SLC22A9) protein abundance,4.63,fmol/µg membrane protein,mean,SD 1.58,52,human,human,liver tissue,LC-MS/MS surrogate-peptide quantification,membrane protein,NOT_REPORTED,29906129,10.1021/acs.molpharmaceut.8b00320,https://doi.org/10.1021/acs.molpharmaceut.8b00320,Abstract,yes,Fold-range 4 (liver tissue). Not assoc age/sex.
Donor variability,Donor-specific gene expression,inter-lot variability,NOT_REPORTED,OAT2 (SLC22A7) inter-donor variability,23,fold (max/min),NOT_REPORTED,NOT_REPORTED,30,human,human,cryopreserved hepatocyte lots,LC-MS/MS surrogate-peptide quantification,membrane protein,NOT_REPORTED,29906129,10.1021/acs.molpharmaceut.8b00320,https://doi.org/10.1021/acs.molpharmaceut.8b00320,Abstract,yes,Hepatocyte lots; 16-fold in liver tissue.
Donor variability,Donor-specific gene expression,inter-lot variability,NOT_REPORTED,OAT7 (SLC22A9) inter-donor variability,27,fold (max/min),NOT_REPORTED,NOT_REPORTED,30,human,human,cryopreserved hepatocyte lots,LC-MS/MS surrogate-peptide quantification,membrane protein,NOT_REPORTED,29906129,10.1021/acs.molpharmaceut.8b00320,https://doi.org/10.1021/acs.molpharmaceut.8b00320,Abstract,yes,Hepatocyte lots; 4-fold in liver tissue.
Donor variability,Donor-specific gene expression,"inter-donor, 6 probe substrates",NOT_REPORTED,"Inter-donor CV intrinsic clearance (phenacetin, min)",24.1,% CV,NOT_REPORTED,NOT_REPORTED,5,human,human,"cryopreserved hepatocytes, 3D perfused liver MPS (5 donors)",metabolic depletion + mixed-effects; mRNA 90 genes,phenacetin,NOT_REPORTED,27760784,10.1124/jpet.116.237495,https://doi.org/10.1124/jpet.116.237495,Abstract,yes,Functional-clearance CV proxy for enzyme-expression variability.
Donor variability,Donor-specific gene expression,"inter-donor, 6 probe substrates",NOT_REPORTED,"Inter-donor CV intrinsic clearance (propranolol, max)",66.8,% CV,NOT_REPORTED,NOT_REPORTED,5,human,human,"cryopreserved hepatocytes, 3D perfused liver MPS (5 donors)",metabolic depletion + mixed-effects; mRNA 90 genes,propranolol,NOT_REPORTED,27760784,10.1124/jpet.116.237495,https://doi.org/10.1124/jpet.116.237495,Abstract,yes,Range across 6 compounds 24.1–66.8% CV.
Division probability,Human hepatocyte division probabilities,Normal human liver (archival),NOT_REPORTED,PCNA labeling index (hepatocyte),0.4,% nuclei,mean,NOT_REPORTED,8,human,human,liver tissue (archival paraffin),PCNA IHC (mAb 19F4),baseline normal liver,NOT_REPORTED,1372584,10.1002/hep.1840150426,https://pubmed.ncbi.nlm.nih.gov/1372584/,Abstract/Results,human-primary (baseline quiescent),Baseline quiescent adult human liver
Division probability,Human hepatocyte division probabilities,Acute non-fulminant hepatitis,NOT_REPORTED,PCNA labeling index (hepatocyte),43.0,% nuclei,mean,NOT_REPORTED,10,human,human,liver tissue (archival paraffin),PCNA IHC (mAb 19F4),acute hepatitis,NOT_REPORTED,1372584,10.1002/hep.1840150426,https://pubmed.ncbi.nlm.nih.gov/1372584/,Abstract/Results,human-primary (stimulated/injury),High turnover
Division probability,Human hepatocyte division probabilities,Fulminant hepatitis,NOT_REPORTED,PCNA labeling index (hepatocyte),45.9,% nuclei,mean,NOT_REPORTED,4,human,human,liver tissue (archival paraffin),PCNA IHC (mAb 19F4),fulminant hepatitis,NOT_REPORTED,1372584,10.1002/hep.1840150426,https://pubmed.ncbi.nlm.nih.gov/1372584/,Abstract/Results,human-primary (stimulated/injury),NS vs nonfulminant
Division probability,Human hepatocyte division probabilities,Normal human liver,NOT_REPORTED,Ki-67 labeling index (hepatocyte),2.5,labeling index (per Results),mean,SD 3.2,NOT_REPORTED,human,human,liver tissue (FFPE),Ki-67 IHC,archival human liver,NOT_REPORTED,9062874,10.1111/j.1600-0676.1997.tb00772.x,https://pubmed.ncbi.nlm.nih.gov/9062874/,Abstract/Results,human-primary (baseline),baseline quiescent
Division probability,Human hepatocyte division probabilities,Inactive cirrhosis,NOT_REPORTED,Ki-67 labeling index (hepatocyte),1.4,labeling index (per Results),mean,SD 3.1,NOT_REPORTED,human,human,liver tissue (FFPE),Ki-67 IHC,archival human liver,NOT_REPORTED,9062874,10.1111/j.1600-0676.1997.tb00772.x,https://pubmed.ncbi.nlm.nih.gov/9062874/,Abstract/Results,human-primary (disease),low proliferation
Division probability,Human hepatocyte division probabilities,Mild chronic hepatitis,NOT_REPORTED,Ki-67 labeling index (hepatocyte),29,labeling index (per Results),mean,SD 25,NOT_REPORTED,human,human,liver tissue (FFPE),Ki-67 IHC,archival human liver,NOT_REPORTED,9062874,10.1111/j.1600-0676.1997.tb00772.x,https://pubmed.ncbi.nlm.nih.gov/9062874/,Abstract/Results,human-primary (disease),injury-stimulated
Division probability,Human hepatocyte division probabilities,Severe chronic hepatitis,NOT_REPORTED,Ki-67 labeling index (hepatocyte),41,labeling index (per Results),mean,SD 40,NOT_REPORTED,human,human,liver tissue (FFPE),Ki-67 IHC,archival human liver,NOT_REPORTED,9062874,10.1111/j.1600-0676.1997.tb00772.x,https://pubmed.ncbi.nlm.nih.gov/9062874/,Abstract/Results,human-primary (disease),injury-stimulated
Division probability,Human hepatocyte division probabilities,Hepatocellular carcinoma,NOT_REPORTED,Ki-67 labeling index (hepatocyte),71,labeling index (per Results),mean,SD 61,NOT_REPORTED,human,human,liver tissue (FFPE),Ki-67 IHC,archival human liver,NOT_REPORTED,9062874,10.1111/j.1600-0676.1997.tb00772.x,https://pubmed.ncbi.nlm.nih.gov/9062874/,Abstract/Results,"human-primary (tumor, not normal)",tumor
